order_id	customer_id	order_ts	status	currency	total_amount_text	utm_json	updated_at
o_1731	c_0618	2025/04/28 11:18:46-0500	PAID	usd	$73.87	{"source": "email", "medium": "email", "campaign": "prospecting"}	28/04/2025 20:58
o_1732	c_0342	2025-04-28T17:03:42Z	Refunded	USD	$284.66	{"source": "email", "medium": "email", "campaign": "nonbrand"}	28/04/2025 16:23
o_1733	c_0597	2025-04-28T19:05:28Z	PAID	USD	USD 281.05	{"source": "search", "medium": "cpc", "campaign": "brand"}	28/04/2025 13:29
o_1734	c_0367	2025-04-28T11:11:21Z	PAID	usd	USD 266.76	{"source": "email", "medium": "email", "campaign": "nonbrand"}	28/04/2025 09:43
o_1735	c_0716	2025-04-28T18:23:39Z	PAID	USD	USD 708.35	{"source": "paid_social", "medium": "paid_social", "campaign": "newsletter"}	28/04/2025 08:28
o_1736	c_0402	2025-04-28T14:38:53Z	Refunded	USD	USD 216.27	{"source": "email", "medium": "email", "campaign": "promo"}	28/04/2025 13:47
o_1737	c_0726	2025-04-28T18:45:27Z	paid	USD	USD 207.89	{"source": "email", "medium": "email", "campaign": "nonbrand"}	28/04/2025 18:56
o_1738	c_0573	2025-04-28T21:04:36Z	PAID	GBP	£248.82	{"source": "search", "medium": "cpc", "campaign": "brand"}	28/04/2025 10:41
o_1739	c_0342	28/04/2025 16:24	PAID	USD	USD 35.40	{"source": "paid_social", "medium": "paid_social", "campaign": "retargeting"}	28/04/2025 18:03
o_1740	c_0687	2025-04-28T18:22:03Z	PAID	USD	503.13	{"source": "email", "medium": "email", "campaign": "nonbrand"}	28/04/2025 08:32
o_1741	c_0096	28/04/2025 12:01	paid	EUR	EUR 752.48	{"source": "email", "medium": "email", "campaign": "retargeting"}	28/04/2025 17:45
o_1742	c_0699	28/04/2025 11:51	PAID	USD	12	{"source": "email", "medium": "email", "campaign": "nonbrand"}	28/04/2025 20:30
o_1743	c_0527	2025-04-28T16:35:12Z	paid	USD	$127.18	{"source": "email", "medium": "email", "campaign": "nonbrand"}	28/04/2025 18:00
o_1744	c_0019	28/04/2025 12:29	PAID	USD	$188.71	{"source": "email", "medium": "email", "campaign": "retargeting"}	28/04/2025 16:59
o_1745	c_0202	2025-04-28T10:42:45Z	paid	usd	$180.34	{"source": "paid_social", "medium": "paid_social", "campaign": "newsletter"}	28/04/2025 12:50
o_1746	c_0785	2025-04-28T15:27:10Z	PAID	cad	C$254.91	{"source": "search", "medium": "cpc", "campaign": "brand"}	28/04/2025 21:38
o_1747	c_0141	2025-04-29T11:29:06Z	Refunded	usd	209.64	{"source": "paid_social", "medium": "paid_social", "campaign": "retargeting"}	29/04/2025 14:33
o_1748	c_0114	2025/04/29 18:54:59-0500	PAID	USD	17.37	{"source": "email", "medium": "email", "campaign": "newsletter"}	29/04/2025 21:45
o_1749	c_0781	2025-04-29T15:31:29Z	paid	USD	USD 317.99	{"source": "paid_social", "medium": "paid_social", "campaign": "brand"}	29/04/2025 17:42
o_1750	c_0039	29/04/2025 14:21	paid	EUR	EUR 650.69	{"source": "paid_social", "medium": "paid_social", "campaign": "brand"}	29/04/2025 12:12
o_1751	c_0785	29/04/2025 09:37	Cancelled	CAD	CAD 283.13	{"source": "search", "medium": "cpc", "campaign": "nonbrand"}	29/04/2025 08:27
o_1752	c_0612	2025-04-29T07:45:26Z	PAID	CAD	C$12.21	{"source": "search", "medium": "cpc", "campaign": "nonbrand"}	29/04/2025 18:01
o_1753	c_0158	2025-04-29T17:32:29Z	Cancelled	GBP	GBP 59.99	{"source": "paid_social", "medium": "paid_social", "campaign": "brand"}	29/04/2025 19:07
o_1754	c_0198	2025-04-29T09:06:11Z	paid	USD	USD 288.69	{"source": "paid_social", "medium": "paid_social", "campaign": "promo"}	29/04/2025 16:33
o_1755	c_0790	2025-04-29T18:32:12Z	paid	GBP	£160.46	{"source": "paid_social", "medium": "paid_social", "campaign": "promo"}	29/04/2025 17:38
o_1756	c_0170	2025-04-29T13:14:16Z	paid	CAD	C$340.89	{"source": "paid_social", "medium": "paid_social", "campaign": "brand"}	29/04/2025 14:22
o_1757	c_0421	2025/04/29 08:08:58-0500	PAID	usd	USD 122.59	{"source": "paid_social", "medium": "paid_social", "campaign": "retargeting"}	29/04/2025 10:36
o_1758	c_0693	2025-04-29T10:12:55Z	PAID	EUR	€ 262.61	{"source": "email", "medium": "email", "campaign": "prospecting"}	29/04/2025 11:43
o_1759	c_0254	2025-04-29T12:01:40Z	Refunded	EUR	€ 289.83	{"source": "paid_social", "medium": "paid_social", "campaign": "brand"}	29/04/2025 12:09
o_1760	c_0292	2025-04-30T12:10:00Z	PAID	EUR	€ 307.77	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	30/04/2025 21:35
o_1761	c_0790	2025-04-30T12:57:03Z	PAID	GBP	£103.58	{"source": "paid_social", "medium": "paid_social", "campaign": "retargeting"}	30/04/2025 21:30
o_1762	c_0255	2025/04/30 16:48:53-0500	PAID	eur	€ 67.52	{"source": "paid_social", "medium": "paid_social", "campaign": "retargeting"}	30/04/2025 10:25
o_1763	c_0481	2025-04-30T15:05:32Z	paid	USD	USD 141.90	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	30/04/2025 09:36
o_1764	c_0377	2025-04-30T15:09:06Z	paid	USD	$389.73	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	30/04/2025 17:59
o_1765	c_0585	2025-04-30T19:00:35Z	paid	GBP	£11.87	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	30/04/2025 09:49
o_1766	c_0466	2025/04/30 12:55:55-0500	PAID	EUR	€ 146.19	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	30/04/2025 22:41
o_1767	c_0540	2025-04-30T20:27:32Z	Fulfilled	USD	$23.35	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	30/04/2025 21:11
o_1768	c_0176	2025-04-30T07:58:33Z	PAID	USD	$45.67	{"source": "paid_social", "medium": "paid_social", "campaign": "retargeting"}	30/04/2025 13:18
o_1769	c_0620	2025-04-30T07:28:50Z	Fulfilled	EUR	79.6	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	30/04/2025 21:10
o_1770	c_0257	30/04/2025 11:18	Cancelled	USD	USD 544.35	{"source": "display", "medium": "display", "campaign": "awareness"}	30/04/2025 19:49
o_1771	c_0483	2025/04/30 11:06:21-0500	PAID	USD	$476.16	{"source": "search", "medium": "cpc", "campaign": "brand"}	30/04/2025 15:13
o_1772	c_0106	2025-04-30T07:34:43Z	PAID	usd	$579.78	{"source": "search", "medium": "cpc", "campaign": "brand"}	30/04/2025 11:13
o_1773	c_0529	01/05/2025 16:09	PAID	USD	116.24	{"source": "paid_social", "medium": "paid_social", "campaign": "brand"}	01/05/2025 22:17
o_1774	c_0296	2025/05/01 16:52:39-0500	PAID	CAD	115,03	{"source": "search", "medium": "cpc", "campaign": "newsletter"}	01/05/2025 13:30
o_1775	c_0782	2025/05/01 17:23:49-0500	Refunded	USD	72,39	{"source": "email", "medium": "email", "campaign": "retargeting"}	01/05/2025 15:22
o_1776	c_0280	01/05/2025 20:45	PAID	EUR	€ 47.06	{"source": "email", "medium": "email", "campaign": "retargeting"}	01/05/2025 17:11
o_1777	c_0514	2025/05/01 14:33:00-0500	Fulfilled	USD	$81.29	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	01/05/2025 21:13
o_1778	c_0094	2025-05-01T15:44:41Z	Refunded	eur	EUR 229.73	{"source": "search", "medium": "cpc", "campaign": "nonbrand"}	01/05/2025 10:55
o_1779	c_0043	01/05/2025 16:08	paid	eur	€ 497.51	{"source": "search", "medium": "cpc", "campaign": "nonbrand"}	01/05/2025 08:45
o_1780	c_0505	2025-05-01T21:27:55Z	paid	USD	226.39	{"source": "email", "medium": "email", "campaign": "retargeting"}	01/05/2025 17:22
o_1781	c_0253	2025-05-01T18:09:16Z	PAID	USD	352.57	{"source": "search", "medium": "cpc", "campaign": "nonbrand"}	01/05/2025 09:40
o_1782	c_0239	01/05/2025 13:04	paid	USD	USD 43.72	{"source": "email", "medium": "email", "campaign": "retargeting"}	01/05/2025 22:54
o_1783	c_0327	2025/05/01 13:27:58-0500	PAID	EUR	EUR 563.02	{"source": "paid_social", "medium": "paid_social", "campaign": "brand"}	01/05/2025 08:29
o_1784	c_0150	2025/05/01 09:48:56-0500	paid	USD	USD 47.76	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	01/05/2025 16:59
o_1785	c_0296	01/05/2025 16:08	Fulfilled	CAD	CAD 12.06	{"source": "display", "medium": "display", "campaign": "retargeting"}	01/05/2025 17:30
o_1786	c_0713	2025/05/01 07:39:23-0500	Refunded	USD	34.75	{"source": "search", "medium": "cpc", "campaign": "awareness"}	01/05/2025 21:09
o_1787	c_0760	02/05/2025 13:41	PAID	usd	USD 825.58	{"source": "search", "medium": "cpc", "campaign": "newsletter"}	02/05/2025 09:09
o_1788	c_0631	02/05/2025 17:34	PAID	USD	USD 30.70	{"source": "search", "medium": "cpc", "campaign": "newsletter"}	02/05/2025 16:34
o_1789	c_0094	02/05/2025 16:39	PAID	EUR	EUR 259.49	{"source": "paid_social", "medium": "paid_social", "campaign": "retargeting"}	02/05/2025 20:19
o_1790	c_0157	2025-05-02T18:59:45Z	PAID	USD	USD 202.36	{"source": "search", "medium": "cpc", "campaign": "newsletter"}	02/05/2025 19:54
o_1791	c_0541	2025-05-02T16:41:29Z	Refunded	USD	USD 174.88	{"source": "search", "medium": "cpc", "campaign": "newsletter"}	02/05/2025 16:17
o_1792	c_0244	2025/05/02 15:14:46-0500	Cancelled	USD	92.49	{"source": "search", "medium": "cpc", "campaign": "nonbrand"}	02/05/2025 12:50
o_1793	c_0130	2025-05-02T10:30:19Z	PAID	gbp	19.29	{"source": "search", "medium": "cpc", "campaign": "newsletter"}	02/05/2025 21:03
o_1794	c_0245	02/05/2025 17:24	PAID	USD	$10.57	{"source": "display", "medium": "display", "campaign": "awareness"}	02/05/2025 09:54
o_1795	c_0655	2025-05-02T14:35:57Z	PAID	usd	USD 148.53	{"source": "paid_social", "medium": "paid_social", "campaign": "brand"}	02/05/2025 18:12
o_1796	c_0469	2025/05/02 10:30:30-0500	PAID	USD	$578.43	{"source": "search", "medium": "cpc", "campaign": "newsletter"}	02/05/2025 08:07
o_1797	c_0612	2025-05-02T19:40:28Z	paid	CAD	35,91	{"source": "paid_social", "medium": "paid_social", "campaign": "brand"}	02/05/2025 10:06
o_1798	c_0636	2025-05-02T11:50:03Z	PAID	USD	USD 19.75	{"source": "search", "medium": "cpc", "campaign": "nonbrand"}	02/05/2025 17:18
o_1799	c_0583	2025-05-02T09:26:33Z	PAID	USD	50.23	{"source": "paid_social", "medium": "paid_social", "campaign": "retargeting"}	02/05/2025 17:54
o_1800	c_0736	2025/05/02 21:42:28-0500	PAID	EUR	€ 33.58	{"source": "paid_social", "medium": "paid_social", "campaign": "brand"}	02/05/2025 14:58
o_1801	c_0299	2025-05-03T09:49:47Z	PAID	USD	USD 11.30	{"source": "display", "medium": "display", "campaign": "retargeting"}	03/05/2025 16:15
o_1802	c_0002	03/05/2025 10:46	PAID	USD	USD 438.43	{"source": "search", "medium": "cpc", "campaign": "nonbrand"}	03/05/2025 21:42
o_1803	c_0585	03/05/2025 20:39	paid	gbp	GBP 12.54	{"source": "search", "medium": "cpc", "campaign": "nonbrand"}	03/05/2025 19:21
o_1804	c_0192	2025-05-03T20:33:28Z	paid	EUR	€ 495.35	{"source": "search", "medium": "cpc", "campaign": "brand"}	03/05/2025 12:58
o_1805	c_0088	2025-05-03T13:19:06Z	PAID	USD	365.96	{"source": "search", "medium": "cpc", "campaign": "nonbrand"}	03/05/2025 20:06
o_1806	c_0070	03/05/2025 14:07	PAID	USD	289.6	{"source": "search", "medium": "cpc", "campaign": "prospecting"}	03/05/2025 08:54
o_1807	c_0520	2025-05-04T11:21:18Z	PAID	USD	USD 17.54	{"source": "email", "medium": "email", "campaign": "retargeting"}	04/05/2025 15:27
o_1808	c_0554	2025-05-04T19:38:29Z	PAID	EUR	€ 35.63	{"source": "display", "medium": "display", "campaign": "brand"}	04/05/2025 13:28
o_1809	c_0387	2025/05/04 07:40:24-0500	PAID	USD	$34.48	{"source": "paid_social", "medium": "paid_social", "campaign": "retargeting"}	04/05/2025 17:47
o_1810	c_0636	2025/05/04 17:45:48-0500	PAID	USD	USD 161.47	{"source": "display", "medium": "display", "campaign": "brand"}	04/05/2025 16:46
o_1811	c_0260	2025-05-04T16:04:18Z	Fulfilled	USD	$497.79	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	04/05/2025 12:50
o_1812	c_0070	04/05/2025 09:38	Cancelled	usd	$441.03	{"source": "display", "medium": "display", "campaign": "brand"}	04/05/2025 09:38
o_1813	c_0791	2025/05/04 17:11:25-0500	Refunded	gbp	£558.37	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	04/05/2025 14:01
o_1814	c_0753	04/05/2025 12:11	PAID	EUR	€ 195.28	{"source": "email", "medium": "email", "campaign": "retargeting"}	04/05/2025 22:57
o_1815	c_0361	2025-05-04T10:13:21Z	PAID	USD	20.47	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	04/05/2025 17:52
o_1816	c_0347	2025-05-04T20:11:07Z	paid	USD	USD 286.19	{"source": "display", "medium": "display", "campaign": "brand"}	04/05/2025 22:53
o_1817	c_0798	2025-05-05T12:21:01Z	PAID	GBP	£196.34	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	05/05/2025 15:44
o_1818	c_0476	2025-05-05T17:00:17Z	PAID	usd	285.3	{"source": "email", "medium": "email", "campaign": "retargeting"}	05/05/2025 08:41
o_1819	c_0465	2025-05-05T09:50:07Z	PAID	cad	CAD 216.74	{"source": "email", "medium": "email", "campaign": "retargeting"}	05/05/2025 08:54
o_1820	c_0139	2025/05/05 17:38:58-0500	PAID	USD	$172.05	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	05/05/2025 20:08
o_1821	c_0301	2025/05/05 09:58:05-0500	Cancelled	usd	USD 47.07	{"source": "search", "medium": "cpc", "campaign": "nonbrand"}	05/05/2025 17:10
o_1822	c_0045	05/05/2025 16:01	PAID	USD	$97.34	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	05/05/2025 21:20
o_1823	c_0043	2025-05-05T07:50:27Z	PAID	EUR	€ 109.13	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	05/05/2025 17:15
o_1824	c_0318	2025-05-05T12:25:15Z	PAID	EUR	€ 41.71	{"source": "search", "medium": "cpc", "campaign": "brand"}	05/05/2025 12:21
o_1825	c_0557	2025-05-05T15:26:29Z	paid	USD	USD 15.41	{"source": "email", "medium": "email", "campaign": "retargeting"}	05/05/2025 17:40
o_1826	c_0260	2025-05-05T12:09:01Z	paid	USD	$19.07	{"source": "display", "medium": "display", "campaign": "retargeting"}	05/05/2025 18:53
o_1827	c_0733	2025-05-05T16:10:26Z	PAID	USD	$268.08	{"source": "display", "medium": "display", "campaign": "awareness"}	05/05/2025 09:56
o_1828	c_0291	2025/05/05 08:37:27-0500	PAID	EUR	EUR 170.24	{"source": "email", "medium": "email", "campaign": "retargeting"}	05/05/2025 14:52
o_1829	c_0655	2025-05-06T18:21:50Z	paid	USD	USD 143.70	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	06/05/2025 15:49
o_1830	c_0280	2025-05-06T07:34:18Z	PAID	EUR	EUR 258.64	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	06/05/2025 21:02
o_1831	c_0390	2025-05-06T20:42:04Z	Fulfilled	CAD	CAD 587.09	{"source": "display", "medium": "display", "campaign": "retargeting"}	06/05/2025 15:43
o_1832	c_0433	06/05/2025 12:34	PAID	GBP	GBP 170.27	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	06/05/2025 13:01
o_1833	c_0509	2025/05/06 10:20:40-0500	PAID	USD	301.51	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	06/05/2025 18:17
o_1834	c_0482	2025/05/06 11:25:35-0500	Refunded	USD	$230.99	{"source": "paid_social", "medium": "paid_social", "campaign": "brand"}	06/05/2025 14:03
o_1835	c_0532	06/05/2025 17:09	paid	USD	$84.41	{"source": "paid_social", "medium": "paid_social", "campaign": "brand"}	06/05/2025 09:19
o_1836	c_0085	2025-05-06T10:31:25Z	paid	GBP	253.53	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	06/05/2025 17:25
o_1837	c_0435	2025-05-06T08:30:51Z	paid	USD	91.34	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	06/05/2025 11:38
o_1838	c_0423	2025-05-06T10:40:50Z	Fulfilled	USD	$228.98	{"source": "search", "medium": "cpc", "campaign": "retargeting"}	06/05/2025 17:17
o_1839	c_0301	2025-05-06T13:46:50Z	PAID	USD	263.21	{"source": "paid_social", "medium": "paid_social", "campaign": "brand"}	06/05/2025 11:42
o_1840	c_0082	2025-05-06T11:55:41Z	Refunded	usd	$482.09	{"source": "search", "medium": "cpc", "campaign": "awareness"}	06/05/2025 21:36
o_1841	c_0294	2025-05-06T13:22:28Z	PAID	EUR	€ 84.51	{"source": "paid_social", "medium": "paid_social", "campaign": "brand"}	06/05/2025 17:47
o_1842	c_0457	2025-05-07T09:23:49Z	PAID	USD	142.91	{"source": "email", "medium": "email", "campaign": "brand"}	07/05/2025 09:40
o_1843	c_0697	2025-05-07T18:23:01Z	PAID	usd	11,43	{"source": "email", "medium": "email", "campaign": "newsletter"}	07/05/2025 09:28
o_1844	c_0171	2025-05-07T17:49:33Z	paid	USD	$291.82	{"source": "email", "medium": "email", "campaign": "brand"}	07/05/2025 12:43
o_1845	c_0455	2025-05-07T19:33:34Z	PAID	USD	USD 139.25	{"source": "email", "medium": "email", "campaign": "retargeting"}	07/05/2025 10:51
o_1846	c_0458	2025/05/07 14:44:52-0500	Fulfilled	USD	USD 14.33	{"source": "paid_social", "medium": "paid_social", "campaign": "retargeting"}	07/05/2025 17:10
o_1847	c_0702	2025-05-07T15:59:37Z	paid	USD	$318.89	{"source": "email", "medium": "email", "campaign": "newsletter"}	07/05/2025 12:31
o_1848	c_0446	2025/05/07 21:26:31-0500	PAID	USD	USD 83.54	{"source": "search", "medium": "cpc", "campaign": "awareness"}	07/05/2025 09:58
o_1849	c_0655	2025-05-07T19:08:04Z	PAID	usd	$16.16	{"source": "email", "medium": "email", "campaign": "promo"}	07/05/2025 15:43
o_1850	c_0077	2025-05-07T21:37:04Z	PAID	USD	$490.11	{"source": "email", "medium": "email", "campaign": "brand"}	07/05/2025 11:32
o_1851	c_0614	2025-05-07T07:50:15Z	PAID	CAD	CAD 10.52	{"source": "email", "medium": "email", "campaign": "promo"}	07/05/2025 20:22
o_1852	c_0347	07/05/2025 12:44	PAID	USD	$22.97	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	07/05/2025 13:20
o_1853	c_0768	2025/05/07 07:02:19-0500	paid	USD	$251.44	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	07/05/2025 15:53
o_1854	c_0164	2025-05-07T09:20:35Z	PAID	USD	$47.96	{"source": "email", "medium": "email", "campaign": "promo"}	07/05/2025 14:12
o_1855	c_0796	2025-05-07T16:05:31Z	PAID	USD	$463.42	{"source": "paid_social", "medium": "paid_social", "campaign": "retargeting"}	07/05/2025 18:18
o_1856	c_0661	2025-05-08T12:02:07Z	PAID	USD	USD 13.75	{"source": "search", "medium": "cpc", "campaign": "nonbrand"}	08/05/2025 22:30
o_1857	c_0036	2025-05-08T18:49:38Z	PAID	USD	29.52	{"source": "display", "medium": "display", "campaign": "retargeting"}	08/05/2025 21:51
o_1858	c_0069	2025-05-08T10:27:19Z	Fulfilled	USD	USD 51.52	{"source": "search", "medium": "cpc", "campaign": "promo"}	08/05/2025 08:50
o_1859	c_0798	2025-05-08T10:02:20Z	Fulfilled	GBP	£392.38	{"source": "search", "medium": "cpc", "campaign": "retargeting"}	08/05/2025 18:49
o_1860	c_0342	2025-05-08T09:15:00Z	PAID	USD	$11.05	{"source": "search", "medium": "cpc", "campaign": "promo"}	08/05/2025 14:21
o_1861	c_0581	2025-05-08T12:32:51Z	Fulfilled	USD	14,61	{"source": "search", "medium": "cpc", "campaign": "retargeting"}	08/05/2025 10:33
o_1862	c_0583	2025-05-08T07:58:50Z	PAID	USD	689,62	{"source": "email", "medium": "email", "campaign": "newsletter"}	08/05/2025 09:14
o_1863	c_0433	2025-05-08T11:18:50Z	paid	gbp	£130.49	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	08/05/2025 18:56
o_1864	c_0349	2025/05/08 07:09:46-0500	Fulfilled	USD	11,36	{"source": "search", "medium": "cpc", "campaign": "retargeting"}	08/05/2025 18:30
o_1865	c_0782	2025-05-08T14:26:05Z	PAID	USD	$232.87	{"source": "search", "medium": "cpc", "campaign": "nonbrand"}	08/05/2025 22:53
o_1866	c_0550	08/05/2025 08:29	PAID	eur	EUR 75.43	{"source": "paid_social", "medium": "paid_social", "campaign": "brand"}	08/05/2025 22:58
o_1867	c_0376	2025-05-08T09:01:04Z	paid	GBP	GBP 12.70	{"source": "search", "medium": "cpc", "campaign": "nonbrand"}	08/05/2025 20:41
o_1868	c_0322	08/05/2025 15:27	PAID	USD	USD 243.97	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	08/05/2025 15:26
o_1869	c_0286	2025-05-09T19:35:40Z	PAID	usd	USD 164.21	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	09/05/2025 14:52
o_1870	c_0754	09/05/2025 20:35	paid	USD	USD 49.76	{"source": "email", "medium": "email", "campaign": "brand"}	09/05/2025 16:18
o_1871	c_0531	2025/05/09 19:57:58-0500	Refunded	USD	USD 12.97	{"source": "email", "medium": "email", "campaign": "brand"}	09/05/2025 17:13
o_1872	c_0576	2025-05-09T18:13:58Z	PAID	USD	$372.67	{"source": "email", "medium": "email", "campaign": "brand"}	09/05/2025 13:42
o_1873	c_0721	2025-05-09T13:02:17Z	PAID	usd	$212.59	{"source": "email", "medium": "email", "campaign": "brand"}	09/05/2025 20:47
o_1874	c_0293	2025-05-09T15:05:20Z	PAID	USD	478.44	{"source": "email", "medium": "email", "campaign": "retargeting"}	09/05/2025 19:48
o_1875	c_0200	2025/05/09 16:53:41-0500	PAID	USD	$183.98	{"source": "email", "medium": "email", "campaign": "brand"}	09/05/2025 19:14
o_1876	c_0139	2025-05-09T07:37:20Z	paid	USD	$124.43	{"source": "search", "medium": "cpc", "campaign": "awareness"}	09/05/2025 20:38
o_1877	c_0177	2025-05-09T18:22:24Z	PAID	USD	$288.42	{"source": "email", "medium": "email", "campaign": "brand"}	09/05/2025 13:06
o_1878	c_0456	2025-05-09T08:27:39Z	PAID	USD	USD 252.17	{"source": "search", "medium": "cpc", "campaign": "retargeting"}	09/05/2025 08:16
o_1879	c_0699	2025/05/09 19:33:11-0500	paid	USD	$528.46	{"source": "email", "medium": "email", "campaign": "brand"}	09/05/2025 19:28
o_1880	c_0330	2025/05/09 08:04:18-0500	paid	USD	USD 452.98	{"source": "email", "medium": "email", "campaign": "promo"}	09/05/2025 13:45
o_1881	c_0556	2025-05-09T20:04:57Z	paid	EUR	€ 172.04	{"source": "email", "medium": "email", "campaign": "brand"}	09/05/2025 11:24
o_1882	c_0308	09/05/2025 16:02	PAID	CAD	C$255.44	{"source": "email", "medium": "email", "campaign": "prospecting"}	09/05/2025 20:29
o_1883	c_0176	2025/05/09 12:32:54-0500	PAID	USD	USD 298.46	{"source": "email", "medium": "email", "campaign": "prospecting"}	09/05/2025 15:27
o_1884	c_0230	2025-05-09T14:29:27Z	paid	USD	$90.12	{"source": "email", "medium": "email", "campaign": "brand"}	09/05/2025 15:24
o_1885	c_0198	2025-05-10T10:52:49Z	PAID	USD	USD 26.22	{"source": "search", "medium": "cpc", "campaign": "nonbrand"}	10/05/2025 18:17
o_1886	c_0243	2025-05-10T13:22:07Z	Refunded	usd	$61.79	{"source": "search", "medium": "cpc", "campaign": "retargeting"}	10/05/2025 16:25
o_1887	c_0370	2025-05-10T11:26:06Z	PAID	CAD	C$232.49	{"source": "search", "medium": "cpc", "campaign": "retargeting"}	10/05/2025 20:59
o_1888	c_0378	2025-05-10T20:03:05Z	PAID	CAD	CAD 30.96	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	10/05/2025 15:30
o_1889	c_0565	2025-05-10T07:51:54Z	PAID	USD	$91.66	{"source": "search", "medium": "cpc", "campaign": "brand"}	10/05/2025 09:51
o_1890	c_0627	2025-05-10T14:42:09Z	PAID	USD	USD 798.92	{"source": "search", "medium": "cpc", "campaign": "retargeting"}	10/05/2025 15:09
o_1891	c_0408	10/05/2025 08:03	paid	GBP	GBP 235.30	{"source": "search", "medium": "cpc", "campaign": "brand"}	10/05/2025 20:42
o_1892	c_0737	10/05/2025 07:17	PAID	USD	USD 15.39	{"source": "search", "medium": "cpc", "campaign": "retargeting"}	10/05/2025 08:57
o_1893	c_0539	10/05/2025 20:06	Fulfilled	USD	USD 630.05	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	10/05/2025 15:17
o_1894	c_0076	10/05/2025 12:25	PAID	EUR	EUR 454.55	{"source": "search", "medium": "cpc", "campaign": "retargeting"}	10/05/2025 09:01
o_1895	c_0461	2025-05-10T07:35:42Z	paid	GBP	£14.22	{"source": "search", "medium": "cpc", "campaign": "retargeting"}	10/05/2025 19:42
o_1896	c_0630	11/05/2025 12:41	PAID	USD	USD 32.41	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	11/05/2025 15:15
o_1897	c_0353	2025-05-11T16:25:47Z	PAID	cad	C$111.42	{"source": "display", "medium": "display", "campaign": "brand"}	11/05/2025 22:59
o_1898	c_0656	11/05/2025 11:00	PAID	USD	$482.17	{"source": "display", "medium": "display", "campaign": "retargeting"}	11/05/2025 17:57
o_1899	c_0187	11/05/2025 16:48	Refunded	usd	$35.46	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	11/05/2025 20:36
o_1900	c_0444	11/05/2025 11:02	paid	GBP	£54.97	{"source": "display", "medium": "display", "campaign": "brand"}	11/05/2025 08:21
o_1901	c_0057	11/05/2025 08:31	paid	USD	$95.38	{"source": "display", "medium": "display", "campaign": "retargeting"}	11/05/2025 20:30
o_1902	c_0531	11/05/2025 07:35	PAID	usd	USD 35.33	{"source": "display", "medium": "display", "campaign": "retargeting"}	11/05/2025 19:21
o_1903	c_0312	2025/05/11 07:08:01-0500	Refunded	USD	$34.43	{"source": "display", "medium": "display", "campaign": "brand"}	11/05/2025 12:04
o_1904	c_0162	2025/05/11 21:27:45-0500	PAID	EUR	€ 365.23	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	11/05/2025 21:49
o_1905	c_0665	2025-05-11T11:36:54Z	PAID	usd	43.43	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	11/05/2025 09:25
o_1906	c_0325	11/05/2025 21:10	paid	USD	USD 21.90	{"source": "paid_social", "medium": "paid_social", "campaign": "nonbrand"}	11/05/2025 22:18
o_1907	c_0274	2025/05/11 11:42:05-0500	PAID	USD	$113.19	{"source": "paid_social", "medium": "paid_social", "campaign": "prospecting"}	11/05/2025 17:24
o_1908	c_0257	12/05/2025 21:04	PAID	USD	$560.39	{"source": "display", "medium": "display", "campaign": "promo"}	12/05/2025 17:26
o_1909	c_0565	2025-05-12T08:40:07Z	PAID	USD	USD 97.17	{"source": "search", "medium": "cpc", "campaign": "newsletter"}	12/05/2025 17:07
